InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
71_CLARCTON_3622,71,3622,Spud Potato Vodka,750mL,1,18.49,18.49,1/13/2016,750,1,0.79,10050,Russian Standard Vodka     
15_WANBORNE_21517,15,21517,Riunite Lambrusco Cuties,187mL,1,7.79,7.79,1/30/2016,187,2,0.03,516,BANFI PRODUCTS CORP        
21_BALERNO_3216,21,3216,Fleischmanns X Dry Gin,1.75L,3,35.97,11.99,1/8/2016,1750,1,5.51,660,SAZERAC NORTH AMERICA INC. 
48_NORFOLK_24002,48,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,1/15/2016,1500,2,0.22,9815,WINE GROUP INC             
34_PITMERDEN_3527,34,3527,Reyka Vodka,1.75L,2,59.98,29.99,1/31/2016,1750,1,3.67,3664,WILLIAM GRANT & SONS INC   
76_DONCASTER_5270,76,5270,Southern Comfort,50mL,1,1.99,1.99,1/15/2016,50,1,0.05,1128,BROWN-FORMAN CORP          
69_MOUNTMEND_39518,69,39518,J Lohr Riverstone Chard,1.5L,1,27.99,27.99,1/28/2016,1500,2,0.22,4425,MARTIGNETTI COMPANIES
11_CARDEND_12773,11,12773,Joel Gott Znfdl,750mL,1,14.99,14.99,1/2/2016,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   
2_ASHBORNE_3425,2,3425,Olmeca Altos Plata Tequila,750mL,1,23.99,23.99,1/11/2016,750,1,0.79,17035,PERNOD RICARD USA          
50_MOUNTMEND_34635,50,34635,Riunite Lambrusco Rose,1.5L,1,7.99,7.99,1/7/2016,1500,2,0.22,516,BANFI PRODUCTS CORP        
68_SOLARIS_4176,68,4176,Blackheart Spiced Rum,750mL,2,21.98,10.99,1/2/2016,750,1,1.57,3924,HEAVEN HILL DISTILLERIES   
59_CLAETHORPES_4241,59,4241,Capt Morgan Spiced Rum,50mL,3,5.97,1.99,1/12/2016,50,1,0.16,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_8111,14,8111,Smirnoff 80 Proof,50mL,10,9.9,0.99,1/19/2016,50,1,0.52,3960,DIAGEO NORTH AMERICA INC   
61_AETHELNEY_1376,61,1376,Jim Beam,1.75L,3,68.97,22.99,1/8/2016,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    
10_HORNSEY_46762,10,46762,Clayhouse Cab Svgn Paso Rbls,750mL,1,14.99,14.99,2/5/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
63_SWORDBREAK_4250,63,4250,Zaya Grand Reserva Rum,750mL,1,34.99,34.99,1/2/2016,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
58_HARTLEPOOL_4199,58,4199,Sauza Blanco Tequila,1.75L,1,22.99,22.99,1/31/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
9_BLACKPOOL_6226,9,6226,Marcus James Chard,1.5L,4,35.96,8.99,1/17/2016,1500,2,0.9,1392,CONSTELLATION BRANDS INC   
21_BALERNO_14184,21,14184,Ch M Vert Lussac St Emilion,750mL,1,13.99,13.99,1/24/2016,750,2,0.11,7153,PINE STATE TRADING CO      
13_TARMSWORTH_3595,13,3595,Smirnoff Blue 100 Proof,750mL,1,15.99,15.99,1/27/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
11_CARDEND_24798,11,24798,The Pinot Project Pnt Nr,750mL,2,25.98,12.99,2/26/2016,750,2,0.22,10754,PERFECTA WINES             
23_ARBINGTON_24631,23,24631,Acumen Moutainside Red Napa,750mL,1,24.99,24.99,1/1/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_2696,1,2696,McClelland Highland Sgl Malt,1.75L,1,37.99,37.99,1/4/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
41_LARNWICK_4247,41,4247,Bacardi Limon Rum,750mL,1,13.99,13.99,1/26/2016,750,1,0.79,480,BACARDI USA INC            
12_LEESIDE_29248,12,29248,Toasted Head Chard,750mL,1,10.99,10.99,1/6/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
25_CAERSHIRE_19244,25,19244,Trimbach Riesling,750mL,2,35.98,17.99,1/14/2016,750,2,0.22,6785,PALM BAY INTERNATIONAL INC 
1_HARDERSFIELD_32368,1,32368,Cavit Pinot Noir Delle Vene,1.5L,2,29.98,14.99,1/15/2016,1500,2,0.45,6785,PALM BAY INTERNATIONAL INC 
66_EANVERNESS_3162,66,3162,Burnett's Peach Vodka,50mL,7,6.93,0.99,1/16/2016,50,1,0.37,3924,HEAVEN HILL DISTILLERIES   
69_MOUNTMEND_4297,69,4297,Ronrico Silver Traveler,750mL,1,6.99,6.99,1/21/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
21_BALERNO_6682,21,6682,R M Woodbridge Chard Cal,1.5L,1,13.99,13.99,1/7/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
77_TAMWORTH_3505,77,3505,Tito's Handmade Vodka,750mL,1,21.99,21.99,1/12/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES
23_ARBINGTON_36579,23,36579,Covey Run Rsl Columbia Vly,750mL,2,11.98,5.99,1/10/2016,750,2,0.22,3252,E & J GALLO WINERY         
13_TARMSWORTH_32908,13,32908,Sterling Vintners Cltn Merlo,750mL,1,11.99,11.99,1/7/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
16_LUNDY_24875,16,24875,Glen Ellen Merlot RSV,1.5L,1,6.99,6.99,1/21/2016,1500,2,0.22,9815,WINE GROUP INC             
69_MOUNTMEND_4762,69,4762,Hartley Brandy VS,750mL,1,6.99,6.99,1/16/2016,750,1,0.79,8004,SAZERAC CO INC             
79_BALLYMENA_3253,79,3253,Gilbeys London Dry,1.75L,1,12.49,12.49,1/28/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
10_HORNSEY_3835,10,3835,Smirnoff Raspberry Vodka,750mL,4,43.96,10.99,1/23/2016,750,1,3.15,3960,DIAGEO NORTH AMERICA INC   
5_SUTTON_5367,5,5367,Sambuca di Amore,750mL,2,19.98,9.99,1/2/2016,750,1,1.57,660,SAZERAC NORTH AMERICA INC. 
69_MOUNTMEND_3423,69,3423,Beefeater,1.75L,6,161.94,26.99,1/21/2016,1750,1,11.02,17035,PERNOD RICARD USA          
33_HORNSEY_18893,33,18893,19 Crimes Red,750mL,2,19.98,9.99,1/31/2016,750,2,0.22,9819,TREASURY WINE ESTATES      
33_HORNSEY_3040,33,3040,Tito's Handmade Vodka,Liter,1,23.99,23.99,1/27/2016,1000,1,1.05,4425,MARTIGNETTI COMPANIES
15_WANBORNE_15980,15,15980,Moonlight Meadery Apple Pie,375mL,2,25.98,12.99,2/12/2016,375,2,0.11,6215,MOONLIGHT MEADERY          
76_DONCASTER_23898,76,23898,Dr Konstantin Frank Rose,750mL,1,16.99,16.99,1/28/2016,750,2,0.11,10754,PERFECTA WINES             
66_EANVERNESS_46311,66,46311,Twisted Old Vine Znfdl,750mL,2,13.98,6.99,1/16/2016,750,2,0.22,2242,DELICATO VINEYARDS INC     
76_DONCASTER_35442,76,35442,Borsao Tres Picos Garnacha,750mL,9,116.91,12.99,1/23/2016,750,2,1.01,9552,M S WALKER INC             
34_PITMERDEN_5765,34,5765,Jose Cuervo Lime Margarita,1.75L,4,55.96,13.99,1/31/2016,1750,1,7.35,7245,PROXIMO SPIRITS INC.       
22_SHARNWICK_4262,22,4262,Capt Morgan Spiced Rum,750mL,1,14.99,14.99,1/14/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
70_KELD_11219,70,11219,Josh Cellars Cab Svgn Sonoma,750mL,1,14.99,14.99,1/18/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
51_ABERDEEN_8673,51,8673,Skinnygirl Margarita,750mL,2,21.98,10.99,1/23/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
8_ALNERWICK_3826,8,3826,Skyy Vodka,1.75L,2,49.98,24.99,1/17/2016,1750,1,3.67,11567,CAMPARI AMERICA            
34_PITMERDEN_5253,34,5253,Kahlua Original Mudslide RTD,1.75L,1,15.99,15.99,1/1/2016,1750,1,1.84,17035,PERNOD RICARD USA          
25_CAERSHIRE_24907,25,24907,Bogle Old Vine Znfdl Cal,750mL,2,27.98,13.99,1/17/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_21218,67,21218,Heitz Znfdl Ink Grade Vyd,750mL,1,27.99,27.99,1/31/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_45822,1,45822,Masciarelli Montepulciano,750mL,1,9.99,9.99,1/26/2016,750,2,0.11,10754,PERFECTA WINES             
22_SHARNWICK_12123,22,12123,Barefoot Cellars Rsl,750mL,1,6.29,6.29,1/26/2016,750,2,0.11,3252,E & J GALLO WINERY         
63_SWORDBREAK_3276,63,3276,Gordons London Dry,1.75L,2,29.98,14.99,1/17/2016,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   
64_CESTERFIELD_6688,64,6688,Ch St Jean Chard California,750mL,8,111.92,13.99,1/15/2016,750,2,0.9,9819,TREASURY WINE ESTATES      
42_BLACK HOLLOW_3879,42,3879,Smirnoff 80 Proof Traveler,750mL,1,12.99,12.99,1/20/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
43_WOLFORD_3762,43,3762,Patron Silver Tequila,50mL,1,5.99,5.99,1/23/2016,50,1,0.05,9165,ULTRA BEVERAGE COMPANY LLP 
61_AETHELNEY_8480,61,8480,Clan MacGregor,1.75L,1,18.99,18.99,1/25/2016,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   
2_ASHBORNE_8537,2,8537,Dom Chandon Brut Cuvee,750mL,1,17.99,17.99,1/7/2016,750,2,0.11,8112,MOET HENNESSY USA INC      
5_SUTTON_12495,5,12495,Cupcake Malbec,750mL,1,8.49,8.49,1/9/2016,750,2,0.11,9815,WINE GROUP INC             
41_LARNWICK_3960,41,3960,Tortilla Gold Tequila Liquer,1.75L,2,27.98,13.99,1/18/2016,1750,1,3.67,8004,SAZERAC CO INC             
35_HALIVAARA_3422,35,3422,Beefeater,750mL,1,19.99,19.99,1/1/2016,750,1,0.79,17035,PERNOD RICARD USA          
77_TAMWORTH_1727,77,1727,West Cork Irish Whiskey,750mL,1,21.99,21.99,1/30/2016,750,1,0.79,9552,M S WALKER INC             
73_DONCASTER_19175,73,19175,Melini Chianti DOCG Riserva,750mL,1,11.99,11.99,1/18/2016,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
32_MOUNTMEND_16540,32,16540,Atamisque Malbec,750mL,1,20.99,20.99,1/5/2016,750,2,0.11,7153,PINE STATE TRADING CO      
74_PAENTMARWY_15428,74,15428,Ruffino Prosecco Sparkling,750mL,2,27.98,13.99,1/20/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
53_HILLFAR_31465,53,31465,Franzia Tap Chard,5L,1,15.99,15.99,1/13/2016,5000,2,0.75,9815,WINE GROUP INC             
49_GARIGILL_3568,49,3568,Pearl Cucumber Vodka,50mL,4,3.96,0.99,1/24/2016,50,1,0.21,8352,LUXCO INC                  
16_LUNDY_4429,16,4429,Capt Morgan Silver Spicd Rum,1.75L,1,22.99,22.99,1/21/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_5630,66,5630,Cabin Fever Maple Liqueur,750mL,1,17.99,17.99,1/31/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
75_BARNCOMBE_2780,75,2780,Bulleit 10 Yr Old Bourbon,750mL,11,450.89,40.99,1/29/2016,750,1,8.66,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_23212,1,23212,The Dreaming Tree Pnt Nr CA,750mL,2,25.98,12.99,2/6/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
10_HORNSEY_3352,10,3352,Ciroc Coconut Vodka,750mL,4,99.96,24.99,2/12/2016,750,1,3.15,3960,DIAGEO NORTH AMERICA INC   
16_LUNDY_4261,16,4261,Capt Morgan Spiced Rum,1.75L,5,109.95,21.99,2/16/2016,1750,1,9.19,3960,DIAGEO NORTH AMERICA INC   
21_BALERNO_6126,21,6126,Sogno di Sorrento Crema Lem,750mL,1,29.99,29.99,1/9/2016,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
49_GARIGILL_6234,49,6234,C Y Toro Front Cab/Merlot,1.5L,1,7.99,7.99,1/19/2016,1500,2,0.22,516,BANFI PRODUCTS CORP        
60_IRRAGIN_8018,60,8018,La Vieille Ferme Red Ventoux,750mL,3,26.97,8.99,1/20/2016,750,2,0.34,1587,VINEYARD BRANDS INC        
1_HARDERSFIELD_41213,1,41213,A to Z Pnt Nr Ore,750mL,3,41.85,13.95,2/21/2016,750,2,0.34,9165,ULTRA BEVERAGE COMPANY LLP 
68_SOLARIS_23973,68,23973,Catena RSV Cab Svgn,750mL,1,16.99,16.99,1/18/2016,750,2,0.11,9552,M S WALKER INC             
71_CLARCTON_8159,71,8159,Jose Cuervo Especial,1.75L,2,51.98,25.99,1/30/2016,1750,1,3.67,7245,PROXIMO SPIRITS INC.       
79_BALLYMENA_3423,79,3423,Beefeater,1.75L,2,53.98,26.99,1/1/2016,1750,1,3.67,17035,PERNOD RICARD USA          
29_AYLESBURY_1282,29,1282,Small Batch 1792,750mL,1,29.99,29.99,1/5/2016,750,1,0.79,660,SAZERAC NORTH AMERICA INC. 
34_PITMERDEN_1737,34,1737,Makers Mark,1.75L,5,234.95,46.99,1/6/2016,1750,1,9.19,12546,JIM BEAM BRANDS COMPANY    
60_IRRAGIN_4798,60,4798,Sambuca Romana Liqueur,50mL,3,5.97,1.99,1/22/2016,50,1,0.16,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_7221,50,7221,M & R Sweet Vermouth,1.5L,4,41.96,10.49,1/8/2016,1500,2,0.9,480,BACARDI USA INC            
11_CARDEND_2751,11,2751,Johnnie Walker Black Label,375mL,1,19.99,19.99,1/24/2016,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_8778,34,8778,Bulleit Bourbon,1.75L,1,49.99,49.99,1/14/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
33_HORNSEY_8513,33,8513,Baileys Irish Cream Mini's 4,100mL 4 Pk,2,17.98,8.99,1/16/2016,100,1,0.21,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_14416,69,14416,J Lohr Falcons Perch Pnt Nr,750mL,3,47.97,15.99,1/17/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES
41_LARNWICK_4563,41,4563,Christian Bros Brandy,1.75L,1,16.99,16.99,1/24/2016,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
25_CAERSHIRE_8746,25,8746,Cavit Pinot Grigio,750mL,1,6.99,6.99,1/17/2016,750,2,0.11,6785,PALM BAY INTERNATIONAL INC 
50_MOUNTMEND_3738,50,3738,Three Olives Chocolate Vodka,750mL,2,23.98,11.99,1/10/2016,750,1,1.57,7245,PROXIMO SPIRITS INC.       
50_MOUNTMEND_14663,50,14663,Spellbound Merlot,750mL,1,13.99,13.99,1/16/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
60_IRRAGIN_6579,60,6579,J Lohr Riverstone Chard,750mL,5,54.95,10.99,1/4/2016,750,2,0.56,4425,MARTIGNETTI COMPANIES
10_HORNSEY_2690,10,2690,Black Velvet Reserve,750mL,1,9.99,9.99,1/13/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   
47_PELLA'S WISH_12220,47,12220,Angeline Pnt Nr,750mL,3,32.97,10.99,1/9/2016,750,2,0.34,9552,M S WALKER INC             
60_IRRAGIN_3834,60,3834,Skyy Vodka,750mL,1,15.99,15.99,1/20/2016,750,1,0.79,11567,CAMPARI AMERICA            
32_MOUNTMEND_4736,32,4736,Capt Morgan Spiced Rum,100mL,3,8.97,2.99,1/8/2016,100,1,0.32,3960,DIAGEO NORTH AMERICA INC   
63_SWORDBREAK_538,63,538,Amaretto DiSaronno,375mL,1,12.99,12.99,1/23/2016,375,1,0.39,2555,DISARONNO INTERNATIONAL LLC
71_CLARCTON_34134,71,34134,Turning Leaf RSV Chard Cal,1.5L,1,8.99,8.99,1/24/2016,1500,2,0.22,3252,E & J GALLO WINERY         
73_DONCASTER_46621,73,46621,Erath Pnt Nr Estate OR,750mL,1,23.99,23.99,1/2/2016,750,2,0.11,8673,STE MICHELLE WINE ESTATES  
12_LEESIDE_34905,12,34905,Smoking Loon Merlot,750mL,1,7.99,7.99,2/10/2016,750,2,0.11,9552,M S WALKER INC             
40_BULLMAR_16948,40,16948,Rex Goliath Malbec,750mL,2,11.98,5.99,1/23/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
32_MOUNTMEND_2675,32,2675,Crown Royal XO,750mL,1,46.99,46.99,1/13/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_25269,1,25269,R Mondavi Cab Svgn Pvt Sel,750mL,1,8.99,8.99,1/9/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
60_IRRAGIN_6742,60,6742,Rodney Strong Chalk Hill Cha,750mL,1,18.99,18.99,1/23/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
23_ARBINGTON_39146,23,39146,Matua Svgn Bl Marlboro,750mL,1,11.99,11.99,1/16/2016,750,2,0.11,9819,TREASURY WINE ESTATES      
59_CLAETHORPES_10451,59,10451,Line 39 Cab Svgn Lake Cnty,750mL,3,29.97,9.99,1/22/2016,750,2,0.34,7153,PINE STATE TRADING CO      
31_HORNSEY_5399,31,5399,Goldschlager Cinnamon Schna,50mL,17,33.83,1.99,1/19/2016,50,1,0.89,3960,DIAGEO NORTH AMERICA INC   
15_WANBORNE_2418,15,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2/18/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
22_SHARNWICK_8504,22,8504,R M Woodbridge Cab Svgn Cal,1.5L,3,41.97,13.99,1/19/2016,1500,2,0.68,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_6375,73,6375,Christian Bros Dry Sherry,750mL,1,5.49,5.49,1/13/2016,750,2,0.11,3924,HEAVEN HILL DISTILLERIES   
38_GOULCREST_4959,38,4959,Bacardi Tangerine,50mL,3,2.97,0.99,1/30/2016,50,1,0.16,480,BACARDI USA INC            
21_BALERNO_11828,21,11828,Cupcake Svgn Bl,750mL,3,25.47,8.49,1/13/2016,750,2,0.34,9815,WINE GROUP INC             
68_SOLARIS_41712,68,41712,Fish Eye Chard,750mL,1,5.99,5.99,1/2/2016,750,2,0.11,9815,WINE GROUP INC             
38_GOULCREST_1468,38,1468,Knob Creek Single Barrel Rsv,750mL,1,46.99,46.99,1/7/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
69_MOUNTMEND_8905,69,8905,Livingston Cellars Red Rose,3L,1,11.99,11.99,1/13/2016,3000,2,0.45,3252,E & J GALLO WINERY         
12_LEESIDE_33149,12,33149,Alamos Ridge Malbec Mendoza,750mL,1,8.99,8.99,2/19/2016,750,2,0.11,3252,E & J GALLO WINERY         
17_OLDHAM_3397,17,3397,Ciroc Red Berry Vodka,750mL,1,28.99,28.99,1/15/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
7_STANMORE_2114,7,2114,Black Velvet Canadian Whisky,1.75L,19,246.81,12.99,1/15/2016,1750,1,34.91,1392,CONSTELLATION BRANDS INC   
32_MOUNTMEND_26966,32,26966,De Loach Cab Svgn Cal,750mL,1,9.99,9.99,1/12/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
53_HILLFAR_17954,53,17954,Drops of Jupiter Red,750mL,1,7.99,7.99,1/17/2016,750,2,0.11,9815,WINE GROUP INC             
60_IRRAGIN_31542,60,31542,Morgan Winery Twelve Clones,750mL,1,27.99,27.99,1/29/2016,750,2,0.11,10754,PERFECTA WINES             
50_MOUNTMEND_20483,50,20483,Joel Gott Pnt Nr,750mL,1,17.99,17.99,1/11/2016,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   
6_GOULCREST_4798,6,4798,Sambuca Romana Liqueur,50mL,2,3.98,1.99,1/13/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
54_GUTHRAM_22275,54,22275,Markham Merlot,750mL,2,45.98,22.99,1/2/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
7_STANMORE_18778,7,18778,Once Upon A Vine Pnt Nr,750mL,2,23.98,11.99,1/16/2016,750,2,0.22,1590,DIAGEO CHATEAU ESTATE WINES
31_HORNSEY_15105,31,15105,Kendall Jackson Avant Chard,750mL,1,13.99,13.99,1/29/2016,750,2,0.11,10000,MAJESTIC FINE WINES        
15_WANBORNE_5410,15,5410,Raspberry di Amore,750mL,2,19.98,9.99,1/31/2016,750,1,1.57,660,SAZERAC NORTH AMERICA INC. 
76_DONCASTER_36852,76,36852,Frey Znfdl Organic Mendocino,750mL,1,15.99,15.99,1/11/2016,750,2,0.11,10754,PERFECTA WINES             
67_EANVERNESS_19357,67,19357,Kendall Jackson Vntnr Rsv Ch,375mL,5,29.95,5.99,1/31/2016,375,2,0.28,10000,MAJESTIC FINE WINES        
17_OLDHAM_3781,17,3781,Three Olives Vanilla Vodka,750mL,2,23.98,11.99,2/7/2016,750,1,1.57,7245,PROXIMO SPIRITS INC.       
43_WOLFORD_3522,43,3522,Platinum 7X Distilled Vodka,1.75L,4,51.96,12.99,1/25/2016,1750,1,7.35,8004,SAZERAC CO INC             
9_BLACKPOOL_32368,9,32368,Cavit Pinot Noir Delle Vene,1.5L,3,44.97,14.99,1/22/2016,1500,2,0.68,6785,PALM BAY INTERNATIONAL INC 
27_MOUNTMEND_31494,27,31494,Barefoot Merlot Cal,1.5L,1,10.99,10.99,1/7/2016,1500,2,0.22,3252,E & J GALLO WINERY         
67_EANVERNESS_10420,67,10420,Barefoot Moscato Cal,750mL,2,9.98,4.99,1/3/2016,750,2,0.22,3252,E & J GALLO WINERY         
70_KELD_9145,70,9145,Smirnoff Kissed Caramel,50mL,12,11.88,0.99,1/29/2016,50,1,0.63,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_3887,41,3887,Wolfschmidt Vodka 80 Proof,1.75L,1,12.99,12.99,1/9/2016,1750,1,1.84,8352,LUXCO INC                  
24_PALPERROTH_4379,24,4379,Bacardi Coconut,50mL,2,1.98,0.99,1/11/2016,50,1,0.1,480,BACARDI USA INC            
14_BROMWICH_5382,14,5382,Ice 101 Peppermint Schnapps,750mL,2,23.98,11.99,2/25/2016,750,1,1.57,8004,SAZERAC CO INC             
55_DRY GULCH_5348,55,5348,St Brendans Irish Cream,750mL,1,13.99,13.99,1/16/2016,750,1,0.79,8352,LUXCO INC                  
12_LEESIDE_16262,12,16262,The Dreaming Tree Crush Red,750mL,2,29.98,14.99,1/9/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
62_KILMARNOCK_2756,62,2756,Jameson Caskmates,750mL,1,29.99,29.99,1/8/2016,750,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_5810,1,5810,Cuervo Watermelon Margaritas,1.75L,1,13.99,13.99,1/8/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_21338,1,21338,Vincent Delaporte Sancerre,750mL,1,19.99,19.99,1/22/2016,750,2,0.11,1587,VINEYARD BRANDS INC        
76_DONCASTER_3835,76,3835,Smirnoff Raspberry Vodka,750mL,2,21.98,10.99,1/30/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
61_AETHELNEY_4135,61,4135,Smirnoff Blueberry Vodka,50mL,8,7.92,0.99,1/5/2016,50,1,0.42,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_8590,50,8590,Arrow Peppermint Schnapps,750mL,3,20.97,6.99,1/17/2016,750,1,2.36,8352,LUXCO INC                  
34_PITMERDEN_4103,34,4103,Capt Morgan White,750mL,20,299.8,14.99,1/29/2016,750,1,15.75,3960,DIAGEO NORTH AMERICA INC   
2_ASHBORNE_15156,2,15156,Yago Sant'Gria Red,3L,2,28.98,14.49,1/9/2016,3000,2,0.9,8352,LUXCO INC                  
53_HILLFAR_5058,53,5058,Capt Morgan Long Isl Tea RTD,1.75L,1,17.99,17.99,1/29/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
77_TAMWORTH_2879,77,2879,Corner Creek Rsv Bourbon,750mL,1,29.99,29.99,1/2/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES
58_HARTLEPOOL_7994,58,7994,Stock Italian Sweet Vermouth,1.5L,2,19.98,9.99,1/9/2016,1500,1,3.15,8352,LUXCO INC                  
66_EANVERNESS_5251,66,5251,DeKuyper Buttershots Schnpps,50mL,1,0.99,0.99,1/7/2016,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    
32_MOUNTMEND_8778,32,8778,Bulleit Bourbon,1.75L,1,49.99,49.99,1/27/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
60_IRRAGIN_3607,60,3607,Smirnoff Citrus Vodka,50mL,2,1.98,0.99,1/5/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
22_SHARNWICK_24429,22,24429,Baracchi O'Lillo,750mL,2,23.98,11.99,1/10/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
27_MOUNTMEND_28947,27,28947,R M Woodbridge Merlot Cal,1.5L,1,13.99,13.99,1/7/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
25_CAERSHIRE_3689,25,3689,Stolichnaya Vanil,750mL,1,17.99,17.99,1/26/2016,750,1,0.79,8664,"STOLI GROUP,(USA) LLC      "
51_ABERDEEN_4438,51,4438,Cruzan Black Cherry Rum,750mL,1,9.99,9.99,1/15/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
78_EASTHAVEN_11826,78,11826,Cupcake Chard,750mL,3,25.47,8.49,1/14/2016,750,2,0.34,9815,WINE GROUP INC             
10_HORNSEY_3345,10,3345,Bombay Sapphire Gin,50mL,2,3.98,1.99,1/8/2016,50,1,0.1,480,BACARDI USA INC            
42_BLACK HOLLOW_3089,42,3089,Evan Williams Honey Reserve,750mL,1,9.99,9.99,1/31/2016,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
11_CARDEND_8537,11,8537,Dom Chandon Brut Cuvee,750mL,1,15.99,15.99,2/3/2016,750,2,0.11,8112,MOET HENNESSY USA INC      
61_AETHELNEY_3505,61,3505,Tito's Handmade Vodka,750mL,3,65.97,21.99,1/28/2016,750,1,2.36,4425,MARTIGNETTI COMPANIES
23_ARBINGTON_46380,23,46380,Ghost Pines Chard L Martini,750mL,1,16.99,16.99,1/22/2016,750,2,0.11,3252,E & J GALLO WINERY         
71_CLARCTON_1180,71,1180,Evan Williams Black Label B,1.75L,2,35.98,17.99,1/11/2016,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
73_DONCASTER_8329,73,8329,R Mondavi Chard Pvt Sel,750mL,3,26.97,8.99,1/29/2016,750,2,0.34,1392,CONSTELLATION BRANDS INC   
75_BARNCOMBE_14706,75,14706,Cupcake Prosecco,750mL,3,20.97,6.99,1/1/2016,750,2,0.34,9815,WINE GROUP INC             
62_KILMARNOCK_8961,62,8961,Jose Cuervo Especial,50mL,1,1.49,1.49,1/29/2016,50,1,0.05,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_6862,1,6862,Vecchia Romagna Nera Brandy,750mL,1,27.99,27.99,1/19/2016,750,1,0.79,9552,M S WALKER INC             
